instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weather,RealTemp
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Sunny/Few Clouds,4.1000000000000005
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Sunny/Few Clouds,4.92
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Sunny/Few Clouds,4.92
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Foggy,4.92
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Foggy,5.74
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Foggy,5.74
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Foggy,6.5600000000000005
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Foggy,8.200000000000001
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Foggy,8.200000000000001
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Foggy,8.200000000000001
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Foggy,8.200000000000001
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Sunny/Few Clouds,8.200000000000001
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Sunny/Few Clouds,8.200000000000001
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Sunny/Few Clouds,8.200000000000001
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Sunny/Few Clouds,6.5600000000000005
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Sunny/Few Clouds,6.5600000000000005
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Sunny/Few Clouds,5.74
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Sunny/Few Clouds,5.74
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Sunny/Few Clouds,5.74
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Sunny/Few Clouds,5.74
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Sunny/Few Clouds,5.74
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Foggy,6.5600000000000005
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Foggy,6.5600000000000005
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Foggy,6.5600000000000005
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Foggy,6.5600000000000005
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Foggy,7.38
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Foggy,7.38
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Foggy,8.200000000000001
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Foggy,8.200000000000001
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Foggy,8.200000000000001
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Foggy,8.200000000000001
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Foggy,8.200000000000001
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Foggy,6.5600000000000005
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Foggy,6.5600000000000005
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Foggy,6.5600000000000005
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Light Rain/Snow,6.5600000000000005
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Light Rain/Snow,6.5600000000000005
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Light Rain/Snow,6.5600000000000005
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Light Rain/Snow,6.5600000000000005
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Light Rain/Snow,6.5600000000000005
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Light Rain/Snow,6.5600000000000005
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Foggy,6.5600000000000005
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Foggy,6.5600000000000005
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Sunny/Few Clouds,5.74
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Sunny/Few Clouds,5.74
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Sunny/Few Clouds,4.92
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Sunny/Few Clouds,5.74
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Sunny/Few Clouds,6.5600000000000005
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Sunny/Few Clouds,6.5600000000000005
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Sunny/Few Clouds,7.38
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Sunny/Few Clouds,8.200000000000001
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Sunny/Few Clouds,8.200000000000001
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Sunny/Few Clouds,9.02
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Sunny/Few Clouds,8.200000000000001
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Sunny/Few Clouds,8.200000000000001
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Sunny/Few Clouds,9.02
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Sunny/Few Clouds,8.200000000000001
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Sunny/Few Clouds,8.200000000000001
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Sunny/Few Clouds,7.38
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Sunny/Few Clouds,6.5600000000000005
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Sunny/Few Clouds,6.5600000000000005
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Sunny/Few Clouds,6.5600000000000005
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Sunny/Few Clouds,5.74
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Sunny/Few Clouds,5.74
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Sunny/Few Clouds,5.74
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Sunny/Few Clouds,5.74
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Sunny/Few Clouds,5.74
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Sunny/Few Clouds,5.74
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Sunny/Few Clouds,5.74
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Sunny/Few Clouds,4.92
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Sunny/Few Clouds,4.92
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Sunny/Few Clouds,5.74
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Sunny/Few Clouds,5.74
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Foggy,6.5600000000000005
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Foggy,8.200000000000001
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Sunny/Few Clouds,8.200000000000001
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Sunny/Few Clouds,9.02
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Sunny/Few Clouds,9.02
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Sunny/Few Clouds,9.84
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Sunny/Few Clouds,9.84
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Sunny/Few Clouds,8.200000000000001
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Sunny/Few Clouds,8.200000000000001
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Sunny/Few Clouds,6.5600000000000005
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Sunny/Few Clouds,6.5600000000000005
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Sunny/Few Clouds,5.74
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Sunny/Few Clouds,5.74
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Sunny/Few Clouds,4.92
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Sunny/Few Clouds,4.92
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Sunny/Few Clouds,4.1000000000000005
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Sunny/Few Clouds,4.1000000000000005
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Sunny/Few Clouds,4.1000000000000005
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Sunny/Few Clouds,4.1000000000000005
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Sunny/Few Clouds,4.1000000000000005
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Sunny/Few Clouds,4.1000000000000005
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Sunny/Few Clouds,4.92
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Sunny/Few Clouds,5.74
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Sunny/Few Clouds,7.38
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Sunny/Few Clouds,7.38
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Sunny/Few Clouds,8.200000000000001
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Sunny/Few Clouds,9.02
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Sunny/Few Clouds,9.02
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Sunny/Few Clouds,9.84
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Sunny/Few Clouds,9.02
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Sunny/Few Clouds,9.02
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Sunny/Few Clouds,8.200000000000001
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Sunny/Few Clouds,6.5600000000000005
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Sunny/Few Clouds,7.38
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Sunny/Few Clouds,6.5600000000000005
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Foggy,6.5600000000000005
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Foggy,7.38
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Sunny/Few Clouds,7.38
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Foggy,6.5600000000000005
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Foggy,6.5600000000000005
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Foggy,6.5600000000000005
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Foggy,6.5600000000000005
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Sunny/Few Clouds,6.5600000000000005
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Sunny/Few Clouds,5.74
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Sunny/Few Clouds,5.74
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Sunny/Few Clouds,5.74
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Sunny/Few Clouds,6.5600000000000005
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Sunny/Few Clouds,7.38
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Sunny/Few Clouds,8.200000000000001
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Sunny/Few Clouds,9.84
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Sunny/Few Clouds,11.48
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Sunny/Few Clouds,12.299999999999999
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Foggy,13.120000000000001
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Foggy,13.940000000000001
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Foggy,13.120000000000001
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Foggy,12.299999999999999
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Foggy,13.120000000000001
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Foggy,13.120000000000001
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Foggy,13.120000000000001
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Foggy,12.299999999999999
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Sunny/Few Clouds,12.299999999999999
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Sunny/Few Clouds,10.66
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Sunny/Few Clouds,10.66
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Sunny/Few Clouds,10.66
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Sunny/Few Clouds,9.02
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Sunny/Few Clouds,10.66
354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Foggy,10.66
355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Foggy,10.66
356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Foggy,9.84
357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Sunny/Few Clouds,9.02
358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Sunny/Few Clouds,9.02
359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Sunny/Few Clouds,9.02
360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Sunny/Few Clouds,9.84
361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Sunny/Few Clouds,9.84
362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Sunny/Few Clouds,10.66
363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Sunny/Few Clouds,11.48
364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Sunny/Few Clouds,10.66
365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Sunny/Few Clouds,9.84
366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Sunny/Few Clouds,9.02
367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Sunny/Few Clouds,8.200000000000001
368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Sunny/Few Clouds,7.38
369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Sunny/Few Clouds,7.38
370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Sunny/Few Clouds,7.38
371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Foggy,8.200000000000001
372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Foggy,8.200000000000001
373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Foggy,8.200000000000001
374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Foggy,8.200000000000001
375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Foggy,7.38
376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Foggy,7.38
377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Foggy,7.38
378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Foggy,7.38
379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Foggy,7.38
380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Foggy,6.5600000000000005
381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Foggy,6.5600000000000005
382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Foggy,6.5600000000000005
383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Foggy,6.5600000000000005
384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Foggy,6.5600000000000005
385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Foggy,7.38
386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Foggy,7.38
387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Foggy,7.38
388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Foggy,8.200000000000001
389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Foggy,8.200000000000001
390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Sunny/Few Clouds,8.200000000000001
391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Foggy,7.38
392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Light Rain/Snow,7.38
393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Light Rain/Snow,6.5600000000000005
394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Light Rain/Snow,6.5600000000000005
395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Light Rain/Snow,5.74
396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Light Rain/Snow,6.5600000000000005
397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Foggy,8.200000000000001
398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,Foggy,8.200000000000001
399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,Foggy,9.02
400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,Foggy,9.02
401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,Foggy,9.02
402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,Foggy,9.02
403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,Foggy,9.02
404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,Foggy,9.02
405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,Foggy,9.02
406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,Foggy,9.02
407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,Foggy,9.02
408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,Foggy,9.02
409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,Foggy,9.02
410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,Light Rain/Snow,9.02
411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,Light Rain/Snow,9.02
412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,Light Rain/Snow,9.02
413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,Foggy,9.02
414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,Foggy,9.02
415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,Foggy,9.84
416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,Foggy,9.84
417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,Foggy,9.84
418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,Foggy,10.66
419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,Foggy,11.48
420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,Foggy,12.299999999999999
421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,Sunny/Few Clouds,16.400000000000002
422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,Sunny/Few Clouds,16.400000000000002
423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,Sunny/Few Clouds,16.400000000000002
424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,Sunny/Few Clouds,15.58
425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,Sunny/Few Clouds,14.76
426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,Sunny/Few Clouds,13.940000000000001
427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,Sunny/Few Clouds,13.120000000000001
428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,Sunny/Few Clouds,13.120000000000001
429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,Sunny/Few Clouds,13.120000000000001
430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,Sunny/Few Clouds,12.299999999999999
431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,Sunny/Few Clouds,12.299999999999999
